id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44265426,Parkside Queen 1 Bedroom (1800's) Brownstone!,355777684,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,108,1,301,2025-04-04,5.20,3,333,11,
44450012,Spacious upscale luxury apartment with huge yard,353498132,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,146,13,26,2024-11-26,0.46,6,241,3,
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,142,1,129,2025-01-12,2.26,1,288,6,
45074220,Secluded Studio Suite Fl 3 @ Downtown Albany,272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,70,1,35,2025-04-19,0.79,2,70,5,
45313545,Adorable & Trendy 1 Bd Apt Minutes to Albany Med!,165293595,Kori,,NINTH WARD,42.6545,-73.78223,Entire home/apt,85,2,151,2025-04-10,2.73,1,167,32,
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,108,1,99,2025-02-16,1.91,18,209,10,
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,108,1,120,2025-03-16,2.31,18,340,19,
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,117,1,144,2025-04-21,2.79,18,222,21,
46894493,Our Antique Bungalow,69789449,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,152,1,250,2025-04-28,4.85,1,277,39,
47334913,"Newly renovated,Amazing Location,private parking",152762198,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,93,3,92,2025-03-27,1.78,9,134,28,
47345872,Bright large 1 bdr loft in Center Sq -free parking,19648678,Terra,,SIXTH WARD,42.65345,-73.76663,Entire home/apt,96,1,62,2025-04-13,1.20,4,341,14,
47408047,"Quiet cozy apartment, private laundry, great spot!",152762198,Allen,,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,79,3,70,2025-04-27,1.37,9,308,21,
47440071,The Historic J. Buel Farmhouse - Luxury Suite Loft,382970529,Thomas,,THIRTEENTH WARD,42.6692,-73.79849,Private room,92,1,167,2025-04-20,3.20,14,54,48,
47828453,Center Square Albany 2BR Apt w/Parking near all,299638115,Flerida,,THIRD WARD,42.656,-73.76123,Entire home/apt,122,2,21,2025-02-27,0.41,3,358,3,
47902629,"Renovated 2br/2ba, close to Alb Med & St. Petes.",21886921,David,,THIRTEENTH WARD,42.66744,-73.79216,Entire home/apt,112,14,8,2024-12-05,0.16,2,325,1,
47943571,Downtown Albany 1 Bed + Workstation @ Maiden Lane,385664127,Dillon,,THIRD WARD,42.65118,-73.75274,Entire home/apt,92,2,166,2025-04-29,3.24,2,249,29,
48052353,*The Rustic Home* 3 Bedroom Second Floor Apartment,349460842,Scott,,TENTH WARD,42.66261,-73.78332,Entire home/apt,170,1,164,2025-04-05,3.19,17,353,18,
48124042,Downtown Albany 2 Bedroom + Workstation @ The Mark,385664127,Dillon,,THIRD WARD,42.64982,-73.7509,Entire home/apt,,1,223,2025-04-27,4.90,2,142,38,
48172884,The Down Under Suite,98744672,Bela,,NINTH WARD,42.65399,-73.78126,Private room,41,2,76,2025-03-06,1.50,8,306,20,
48470454,"/ New Giant Victorian \ 7beds 6 baths + 2x 85"" TVs",4259750,Peter,,THIRTEENTH WARD,42.66526412963867,-73.78692626953125,Entire home/apt,445,2,43,2025-04-11,1.27,9,333,13,
48599533,Capital View I,392074908,Jerry,,SIXTH WARD,42.65429,-73.75986,Entire home/apt,93,2,100,2024-08-01,2.20,4,173,2,
50088935,Quiet 2-bedroom condo in the heart of Albany,172658781,Jessica,,THIRTEENTH WARD,42.66972,-73.79544,Entire home/apt,95,60,4,2022-11-30,0.09,2,294,0,
50171851,Beautiful Center Square Garden-Level Unit,48490017,Todd,,SIXTH WARD,42.65157,-73.76546,Entire home/apt,77,2,186,2025-04-28,4.11,1,126,35,
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,104,1,85,2025-03-09,1.79,18,229,12,
50211226,Cozy Studio By Washington Park | Walkable!,105597161,Katelyn,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,105,2,181,2025-04-27,4.45,1,38,26,
50354540,Heart of Center Square: Designer 2-Bed Retreat,188679144,Elizabeth,,SIXTH WARD,42.65333,-73.76402,Entire home/apt,101,3,15,2025-03-19,0.32,8,326,6,
50639032,"Sunny Queen bed, Quiet w/Beautiful Garden",172539578,David Yisrael,,FIFTEENTH WARD,42.67945,-73.81647,Private room,44,3,45,2024-12-06,1.03,3,76,8,
50890336,"★CHIC, Renovated Brownstone★ in PRIME DT Albany",47625981,Linda,,FOURTH WARD,42.65901,-73.74748,Entire home/apt,108,1,45,2024-07-25,0.98,18,211,6,
51230498,"Chic-romantic, center-city, hotel-style apartment.",414738935,Sonya,,THIRD WARD,42.66064,-73.76074,Entire home/apt,,1,255,2025-04-16,5.55,1,0,39,
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,Rosie,,TENTH WARD,42.65969,-73.77564,Entire home/apt,99,7,28,2025-04-21,0.65,1,119,7,
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,All Seasons,,THIRD WARD,42.65061,-73.75006,Entire home/apt,100,4,9,2024-09-09,0.20,1,180,1,
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,99,1,75,2025-03-22,1.66,18,231,7,
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,60293220,David,,THIRD WARD,42.65844,-73.74978,Entire home/apt,89,2,88,2025-01-01,2.03,3,356,13,
51710034,Empire Plaza View I,392074908,Jerry,,SIXTH WARD,42.65269,-73.76076,Entire home/apt,86,2,41,2025-03-09,0.92,4,358,7,
51960331,"Tuscan Garden Apt at Café Capriccio Albany, NY",418024477,Marlene,,SECOND WARD,42.64684,-73.75614,Entire home/apt,100,1,111,2025-03-23,2.52,1,166,28,
51964868,Center Square,392074908,Jerry,,SIXTH WARD,42.65442,-73.7611,Entire home/apt,90,2,52,2023-10-15,1.17,4,357,0,
52152157,"Modern space, everything you could want!",152762198,Allen,,FIRST WARD,42.63066,-73.77357,Entire home/apt,100,3,67,2025-04-13,1.53,9,131,16,
52241973,Garden Apartment in Historic Center Square Home,35465673,Jason,,SIXTH WARD,42.65641,-73.76413,Entire home/apt,75,1,307,2025-04-06,7.12,1,66,82,
52611613,* Adorable home w/parking near great restaurants *,232967878,Diana,,NINTH WARD,42.65674,-73.79221,Entire home/apt,148,2,131,2025-03-31,3.03,22,224,24,
52619545,* Centrally located Eclectic vibe 2 bed w/parking,232967878,Diana,,THIRTEENTH WARD,42.67102,-73.79454,Entire home/apt,106,2,87,2025-03-16,2.00,22,61,15,
52691284,+ Perfect place to make memories with loved ones +,232967878,Diana,,TENTH WARD,42.66236,-73.79245,Entire home/apt,475,2,85,2025-03-01,1.97,22,64,20,
52836323,*Hidden gem w/in walking distance to Madison Ave *,232967878,Diana,,THIRTEENTH WARD,42.67242,-73.79292,Entire home/apt,120,1,85,2024-11-16,2.08,22,49,19,
52837196,★MODERN 1BR Apt w/ PRIVATE deck! W/D★,47625981,Linda,,FOURTH WARD,42.65812,-73.74837,Entire home/apt,104,1,73,2025-04-14,1.70,18,229,10,
52863776,Washington Parkside 1 Bedroom In 1800s Brownstone!,355777684,Lloyd,,SIXTH WARD,42.65826,-73.76944,Entire home/apt,111,1,200,2025-04-27,4.68,3,316,42,
52923647,Cozy 3BR House in Whitehall near DT Albany,428451585,Erwin,,EIGHTH WARD,42.64792,-73.79953,Entire home/apt,225,3,0,,,1,365,0,
53312101,* 1 bed near Times Union center & Egg w/parking *,232967878,Diana,,SECOND WARD,42.64369,-73.7581,Entire home/apt,76,2,58,2025-04-04,1.38,22,58,10,
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,Brian,,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,205,1,158,2025-04-16,3.90,3,223,43,
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,Brian,,SIXTH WARD,42.65204,-73.76655,Entire home/apt,98,1,261,2025-04-20,6.33,3,342,65,
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,Linda,,FOURTH WARD,42.65913,-73.74722,Entire home/apt,135,1,116,2025-03-17,2.81,18,204,31,
53860077,/ Sauna Garden Getaway\ 1943 SUNY Eagle Hill,4259750,Peter,,FIFTEENTH WARD,42.674675,-73.822861,Entire home/apt,,1,40,2025-04-14,1.05,9,338,19,
53971505,Charming 1 Bdrm Garden Apt in Historic Brownstone,60293220,David,,FOURTH WARD,42.65873,-73.7494,Entire home/apt,,13,3,2022-12-31,0.08,3,365,0,
54097694,B Unieke,438504176,Roland,,SECOND WARD,42.64683,-73.75662,Entire home/apt,300,1,0,,,1,365,0,
54126420,Beautiful 1 bedroom in a quiet residential area.,37769478,Erion,,TENTH WARD,42.66261,-73.79026,Entire home/apt,82,1,103,2025-04-24,2.93,11,364,29,
54126421,Beautiful Apartment in the heart of Albany,37769478,Erion,,SIXTH WARD,42.65422,-73.76996,Entire home/apt,95,1,69,2025-03-12,1.83,11,182,9,
54126427,Beautiful 1 bedroom In the heart of Albany,37769478,Erion,,SIXTH WARD,42.65403,-73.77056,Entire home/apt,94,1,130,2025-04-07,3.22,11,328,28,
54128829,Modern & Cozy Cntr Square Townhouse Gem from 1854,265709295,Priscela,,SIXTH WARD,42.65594,-73.76591,Entire home/apt,139,1,241,2025-03-30,6.19,2,317,44,
54150131,Charming 170-Year-Old Home in the Heart of Albany,432936385,Jared,,SIXTH WARD,42.65143,-73.76497,Entire home/apt,158,1,214,2025-04-17,5.63,1,293,82,
54369238,"Cozy townhouse, close to hospital, free parking!",152762198,Allen,,NINTH WARD,42.65578,-73.78641,Entire home/apt,97,3,52,2025-04-27,1.64,9,143,21,
54369240,Lovely 1 bedroom rental close to Alb Med!,152762198,Allen,,TENTH WARD,42.65905,-73.77964,Entire home/apt,77,3,53,2025-03-31,1.48,9,322,12,
559249822516788574,Cozy 1 bedroom with office and luxurious King size,433884293,Uniah,,NINTH WARD,42.66062,-73.79112,Entire home/apt,68,6,2,2023-06-26,0.06,1,363,0,
563711706943869398,/Purple Potty Penthouse\ 1928 Pine Hill 4Bed 1Bath,4259750,Peter,,THIRTEENTH WARD,42.66919,-73.78672,Entire home/apt,,2,9,2024-10-19,0.23,9,363,3,
581057744765912905,◆UNIQUE◆ spacious LOFT with photo studio w/d!,47625981,Linda,,THIRD WARD,42.65848,-73.76359,Entire home/apt,92,1,45,2025-03-23,1.18,18,357,6,
588298411730694861,Modern one bedroom with free off street parking,353498132,Michael,,SECOND WARD,42.64441,-73.75647,Entire home/apt,118,13,13,2024-11-09,0.37,6,268,3,
593272120497643087,The Historic J. Buel Farmhouse - Luxury Suite,382970529,Thomas,,THIRTEENTH WARD,42.66911,-73.79869,Private room,88,1,119,2025-04-21,3.46,14,55,25,
597655328370142613,Newly refurbished 2 bedroom close to Lark,30920241,Miri,,SIXTH WARD,42.65314,-73.76787,Entire home/apt,,60,11,2024-10-28,0.30,2,0,3,
617242073954595468,Iconic City Center Apt in Downtown | Pets Allowed,433096110,Brian,,SIXTH WARD,42.65353,-73.7679,Entire home/apt,98,1,171,2025-04-27,4.70,3,326,47,
618673322156725003,"Huge loft with a king bed, balcony and park views",2554853,Nim,,SIXTH WARD,42.655479431152344,-73.76625061035156,Entire home/apt,136,5,8,2025-02-18,0.26,1,267,2,
619695112394148331,Modern luxury one bedroom with off street parking,353498132,Michael,,SECOND WARD,42.64489,-73.75731,Entire home/apt,133,13,10,2024-08-01,0.30,6,270,2,
620480926228934988,"Lovely renovated, 2-bedroom home with free parking",457678547,Najeem Adegbemiga,,SEVENTH WARD,42.640217,-73.780815,Entire home/apt,133,2,16,2024-07-22,0.49,1,150,1,
621960198566758900,The Historic Jesse Buel Farmhouse w/ Heated Pool,382970529,Thomas,,FOURTEENTH WARD,42.66762,-73.79919,Entire home/apt,882,1,15,2025-02-06,0.44,14,337,8,
628163387057233327,★SPACIOUS 1BR Apt w/ Character 10ft Ceilings W/D!★,47625981,Linda,,SECOND WARD,42.64528,-73.75861,Entire home/apt,,1,55,2025-03-14,1.56,18,229,14,
628824127129967353,Clean lines and accessible Convenient Location!,7164949,Jordan,,THIRD WARD,42.66169974831227,-73.76466827605744,Private room,58,2,0,,,1,88,0,
631035244220396236,★PRIVATE 1 BDRM Newly Renovated Apt W/D Patio★,47625981,Linda,,SECOND WARD,42.64558,-73.75928,Entire home/apt,98,1,55,2025-01-17,1.54,18,339,13,
634108143238179968,Perfect for Families and Traveling Professionals,119340359,Lori,,SIXTH WARD,42.65323,-73.76797,Entire home/apt,,30,101,2024-07-28,2.85,2,0,8,
638900897313146306,🪴 Historic & Homey 1 Bdrm Apt @ Downtown Albany,335923036,Mohammed,,SECOND WARD,42.645351,-73.753647,Entire home/apt,1050,1,10,2023-08-26,0.28,1,365,0,
649973892551492641,Modern luxury studio with free off street parking,353498132,Michael,,SECOND WARD,42.64625,-73.75663,Entire home/apt,90,14,8,2024-11-26,0.24,6,46,3,
653433851241162365,Lovely apartment in heart of Albany,1761578,Grant,,SIXTH WARD,42.65389,-73.76538,Entire home/apt,,2,6,2024-10-21,0.23,3,2,3,
654302747324294105,★ Private 1 bdrm w/ backyard access ★ In-unit W/D,47625981,Linda,,FOURTH WARD,42.65752,-73.74743,Entire home/apt,104,1,51,2024-12-01,1.50,18,336,10,
658160753231817095,Lovely artist 1 bedroom apartment close to LARK,30920241,Miri,,SIXTH WARD,42.65128,-73.7686,Entire home/apt,,28,1,2024-06-28,0.10,2,0,1,
658638185191740358,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,466389096,Patrice,,FIRST WARD,42.6374547,-73.7716647,Entire home/apt,140,7,5,2023-09-22,0.15,2,274,0,
662132809952482192,Beautiful 4 bedroom house Large eat in kitchen,466389096,Patrice,,FIRST WARD,42.6378819,-73.7715269,Entire home/apt,125,7,2,2024-08-12,0.06,2,334,1,
667644674529935702,Pied-a-terre albany,439560254,Sean,,SIXTH WARD,42.65541380925019,-73.76367520540953,Entire home/apt,,2,100,2025-04-27,2.98,1,144,27,
668608096674070882,The Historic J. Buel Farmhouse-  Rose Feather Room,382970529,Thomas,,FOURTEENTH WARD,42.66758,-73.7992,Private room,60,1,130,2025-03-29,3.81,14,58,32,
668608486588067880,The Historic J. Buel Farmhouse - Silk Hearth Room,382970529,Thomas,,FOURTEENTH WARD,42.66764,-73.79908,Private room,63,1,111,2025-04-15,3.27,14,59,27,
677623197606854496,**New Listing! Modern 2 bdrm Apt in Mansion Area!,203631769,Johnny,,SECOND WARD,42.64531,-73.75963,Entire home/apt,,2,28,2023-09-29,0.85,1,0,0,
681952268271889535,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,140,1,3,2024-03-31,0.11,2,122,0,
687496906843024117,Albany-3 bedrooms apt (2nd fl) A&A-Sisters Rental,461579260,Md,,SECOND WARD,42.64621,-73.75723,Entire home/apt,156,1,4,2023-05-28,0.13,2,0,0,
689719338468663432,"Elegant, spacious studio apt in historic mansion",1717342,David,,SIXTH WARD,42.654057650371506,-73.76071299629517,Entire home/apt,83,1,249,2025-04-27,7.56,2,211,85,
692807914756117019,Relax in Style by Washington Park - Free Parking,67337944,Rabia,,ELEVENTH WARD,42.6623,-73.777,Entire home/apt,104,31,104,2025-02-23,3.64,1,118,25,
703551649845095095,Cozy Albany Home,3650672,Zuhair,,THIRTEENTH WARD,42.67075,-73.79704,Entire home/apt,162,3,3,2024-08-25,0.32,1,152,3,
704544922160063127,Cozy 1 Bedroom Apt in  desirable Albany locale,58406953,Nicholas,,THIRTEENTH WARD,42.67485,-73.79867,Entire home/apt,82,2,2,2022-10-16,0.06,1,80,0,
705660262559003663,Luxurious one bedroom with off-street parking,353498132,Michael,,SECOND WARD,42.64577,-73.7583,Entire home/apt,109,13,7,2025-01-20,0.25,6,282,3,
717373135846408345,Centrally located 2 bed w/ off street parking,232967878,Diana,,THIRTEENTH WARD,42.67261,-73.79262,Entire home/apt,142,1,63,2025-03-20,2.06,22,63,29,
723956857052424266,"Modern home, King Bed 4 bed 2bath, Crib, parking",10279606,Noriyuki,,NINTH WARD,42.65691,-73.78389,Entire home/apt,163,1,222,2025-04-21,7.42,3,217,83,
724566770267420045,Cozy Greenwood Flat (1 BDR Apartment in Albany),360287870,Mela,,SIXTH WARD,42.6513719,-73.7673156,Entire home/apt,101,2,61,2025-04-11,3.01,1,319,33,
733964865705013296,Historic 1 bed/ 1 bath,502037254,Andrew,,SIXTH WARD,42.65035,-73.76549,Entire home/apt,68,14,1,2023-03-26,0.04,3,285,0,
735879623743921266,Modern & Homey 1BD/1BA Fl 1 Apt @ Downtown Albany,44434571,Earl,,THIRD WARD,42.64564,-73.75261,Entire home/apt,75,1,75,2025-04-20,2.46,9,334,31,
737574278276037589,4 bed all on one floor,232967878,Diana,,TENTH WARD,42.66069,-73.78555,Entire home/apt,157,1,46,2025-03-02,1.53,22,38,12,
739722503092755616,Adirondack Suite #1,98744672,Bela,,NINTH WARD,42.6543178,-73.7818222,Private room,45,2,36,2025-02-17,1.18,8,287,13,
743600140734706394,Cozy apartment 2min walk to Albanymed office space,484673863,Michaela,,NINTH WARD,42.65569,-73.77685,Entire home/apt,82,2,16,2025-04-13,0.56,3,315,11,
744430701454304507,"1 Bedroom on Lincoln Park, near Lark and Downtown",65414985,James,,SEVENTH WARD,42.6496,-73.76792,Entire home/apt,77,2,29,2025-04-13,1.16,2,328,19,
750748704706045644,Clean Escape- Centrally located- Self Check-In,255839958,Kira,,SEVENTH WARD,42.64284,-73.77997,Entire home/apt,106,1,17,2024-08-06,0.57,1,310,3,
751421033442627559,Modern- Cozy Center City 2 Bedroom Apartment Style,486073806,Keneisha,,FIFTH WARD,42.66648,-73.76831,Entire home/apt,115,2,27,2025-02-16,1.01,1,355,11,
752118894541630543,Cozy luxury brownstone w/ parking & yard,258664571,Vorakij,,SECOND WARD,42.64439384900326,-73.75975701534425,Entire home/apt,125,2,83,2025-04-18,3.12,2,327,37,
752337379205662422,Penthouse Brownstone w/ luxury amenities,258664571,Vorakij,,SECOND WARD,42.6444412,-73.75971410000001,Entire home/apt,113,2,86,2025-04-16,3.45,2,350,51,
756752556396798800,Private Room in the Center of the Albany,69729286,Musab,,SIXTH WARD,42.65259,-73.76732,Private room,47,5,17,2025-02-27,0.60,2,209,2,
757342235277207834,Elegant Studio in Center Square,188679144,Elizabeth,,SIXTH WARD,42.65534,-73.76461,Entire home/apt,63,7,14,2025-03-31,0.47,8,336,2,
757978037279611051,Charming location near universities & hospital,232967878,Diana,,THIRTEENTH WARD,42.67261,-73.79262,Entire home/apt,105,2,49,2025-04-06,1.84,22,52,22,
761141715827746314,"Great place in the heart of Albany, with Parking",37769478,Erion,,SIXTH WARD,42.65405,-73.76953,Entire home/apt,89,1,44,2024-09-28,1.52,11,272,15,
764508866835218670,Rest+Restore Room • Short & Extended Stay •,6203319,Melissa,,TENTH WARD,42.66117,-73.79091,Private room,64,1,31,2025-01-16,1.05,3,74,21,
770934454668024322,Albany 2 Bedroom House,48328222,John,,FOURTEENTH WARD,42.6631926,-73.8153245,Entire home/apt,131,1,10,2025-04-06,1.47,1,21,10,
774701102203414342,Entire cozy unit in Albany,261036923,Hasan,,FOURTEENTH WARD,42.6601,-73.80719,Entire home/apt,63,1,59,2025-04-06,2.08,1,251,18,
784781397995494758,Private bedroom and private bath w/separate entry,491907850,Donna,,FOURTEENTH WARD,42.66298,-73.81361,Private room,45,1,15,2024-07-31,0.56,1,83,4,
786181179052991690,Center Square Gem: Junior 1 Bedroom,188679144,Elizabeth,,THIRD WARD,42.65653,-73.76223,Entire home/apt,70,1,3,2024-01-27,0.14,8,335,0,
786196811078165173,Mansion in Albany 7minutes to Downtown Albany,444163492,Drasana,,FOURTH WARD,42.67996,-73.75352,Entire home/apt,,30,13,2024-02-25,0.49,1,0,0,
786228331433922432,Glamorous 1BR Retreat in Center Square,188679144,Elizabeth,,SIXTH WARD,42.65322,-73.76249,Entire home/apt,93,7,4,2024-11-09,0.21,8,357,1,
786316043239579100,Elegant newly renovated cozy smart apartment,253824490,Tomar,,FIFTH WARD,42.6591503133547,-73.75431932508945,Entire home/apt,86,2,36,2024-09-09,1.32,1,187,5,
787023821243442039,*The Allen House* Gorgeous Apartment - Sleeps 8,349460842,Scott,,FOURTEENTH WARD,42.6653,-73.7943,Entire home/apt,204,1,105,2025-04-23,3.96,17,335,47,
788301415655396660,Spacious 2 bed w/parking,232967878,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,128,1,65,2025-03-01,2.29,22,63,23,
794723189688979530,Updated 3/1 unit for Professionals,20144241,Carla,,FIFTH WARD,42.67283,-73.77367,Entire home/apt,94,3,14,2025-04-27,0.59,1,58,8,
795541666227926706,Victorian Mansion on Washington Park,493882819,Terra,,NINTH WARD,42.656329,-73.7752048,Entire home/apt,800,1,5,2024-08-18,0.24,6,178,3,
796231143904004713,Washington Park Inn 4,493882819,Terra,,NINTH WARD,42.65582,-73.77541,Private room,134,1,12,2024-12-01,0.55,6,215,4,
797455132224782470,Women only Alb Medical/colleges/Dtwn Albany Room O,89705052,Share,,TENTH WARD,42.65741,-73.78034,Private room,54,2,14,2024-09-30,0.51,2,91,3,
802216634798169031,Washington Park Inn 6,493882819,Terra,,SIXTH WARD,42.65751,-73.77409,Private room,168,1,6,2024-10-13,0.28,6,205,1,
803604897479679272,3br/2ba Near Alb Med & St.Petes.,21886921,David,,FOURTEENTH WARD,42.66691,-73.79338,Entire home/apt,125,14,3,2024-11-09,0.13,2,326,2,
803682039097862541,Modern and Cozy Pine Hills Home from Early 1900s,265709295,Priscela,,THIRTEENTH WARD,42.6702921,-73.7907283,Entire home/apt,135,1,14,2025-04-13,1.04,2,312,10,
803814397190632412,Washington Park Inn - Room 5,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,134,1,6,2024-10-11,0.28,6,198,3,
803867986023966300,Washington Park Inn 1,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,134,1,9,2024-10-29,0.41,6,208,3,
806767523952124375,& Modern Luxury Cottage in Central ALB,110453341,Alexis,,FIFTH WARD,42.6684126,-73.7684199,Entire home/apt,95,1,39,2025-03-16,1.42,1,327,16,
809524698302742033,Two bedroom apartment near hospitals pet friendly,172658781,Jessica,,NINTH WARD,42.65613971519499,-73.79212237894535,Entire home/apt,85,30,0,,,2,80,0,
813640070361665090,The front room w/ TV and king size bed,116935236,Felicisimo,,THIRTEENTH WARD,42.67144,-73.79033,Private room,50,2,16,2025-02-27,0.75,5,330,6,
816085193659797849,Cozy Apartment across the Park,37769478,Erion,,SIXTH WARD,42.65258,-73.76917,Entire home/apt,84,1,36,2025-03-27,1.33,11,361,6,
821566342267452838,COMFY Room/w Private BATH + TV,177073982,Cristian,,FOURTEENTH WARD,42.66109,-73.80479,Private room,52,2,3,2023-11-30,0.11,2,212,0,
823275570359807298,Cozy Home 5 Minute Walk to Albany Medical Center,500360485,Manjano,,SIXTH WARD,42.65184,-73.77074,Entire home/apt,,7,0,,,1,0,0,
826301775871257033,2 br apt 2 min walk to albanymed offstreet parking,484673863,Michaela,,NINTH WARD,42.65613,-73.77469,Entire home/apt,75,1,29,2025-04-13,1.08,3,340,12,
831122937768017113,Boho-Chic Cape Conveniently Located,210596861,Craig,,FIFTEENTH WARD,42.67076,-73.82612,Entire home/apt,221,2,99,2025-04-20,3.79,1,226,40,
841524382518312215,Mellow Cove,462042479,Natasha,,SIXTH WARD,42.66008,-73.76977,Entire home/apt,120,3,6,2024-07-09,0.30,2,365,2,
841524433909352403,Cozy Cove Away From Home,462042479,Natasha,,SIXTH WARD,42.65987,-73.77025,Entire home/apt,120,3,12,2023-12-03,0.53,2,365,0,
843481456379840308,Center Square Serenity: 2-Bedroom Elegance,188679144,Elizabeth,,SIXTH WARD,42.65483,-73.76353,Entire home/apt,91,1,2,2023-09-04,0.08,8,305,0,
845960193409947556,Modern Cottage-Perfect for Families!,268741708,Antoinette,,FIRST WARD,42.63504,-73.79833,Entire home/apt,325,2,105,2025-04-28,4.09,1,84,43,
846586211673806912,Spacious Home Away from Home!,49372011,Philip,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,196,3,19,2025-01-24,0.76,2,121,7,
849460179246794510,Your luxury home away from home,1761578,Grant,,SIXTH WARD,42.65432,-73.76531,Entire home/apt,270,2,2,2025-02-17,0.14,3,118,1,
850173470105833039,Stunning Guest Suite in Historic 1874 Row House,120815848,Phat,,SECOND WARD,42.6446,-73.75885,Private room,87,1,167,2025-04-30,6.62,1,337,87,
850653820133738660,"Private queen room near Albany Med, UAlbany",20536619,Emily,,THIRTEENTH WARD,42.67177,-73.79464,Private room,65,7,15,2025-04-12,0.70,10,128,9,
857981934159027424,Updated Historic Brownstone Apt.,60293220,David,,THIRD WARD,42.65817,-73.74935,Entire home/apt,89,2,21,2025-04-08,0.89,3,344,9,
870457209918967324,Quiet Room Near Everything,177073982,Cristian,,FOURTEENTH WARD,42.66128,-73.80548,Private room,52,3,4,2024-03-02,0.21,2,242,0,
880290989870286099,Spacious 3BR with 2BA & Laundry,49372011,Philip,,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,251,2,26,2024-09-02,1.08,2,241,7,
881231954286264195,Exposed Brick with Park Views,37769478,Erion,,SIXTH WARD,42.65379,-73.76901,Entire home/apt,87,1,20,2025-04-11,0.82,11,299,12,
882229561343619620,Modern / Downtown Albany 1 BR APT,512736975,Miguelino,,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,69,2,61,2025-02-15,2.56,1,141,21,
887167811237271928,The Comfort II,459472925,Gabriel,,THIRD WARD,42.66246,-73.76576,Private room,36,1,26,2025-02-17,1.12,2,358,9,
887179061681202083,The Comfort,459472925,Gabriel,,THIRD WARD,42.6628771,-73.76534029999999,Private room,36,1,29,2024-11-15,1.22,2,324,16,
888859204851381094,Walk to Downtown Albany: Ten Broeck Triangle Apt!,121680792,Evolve,,THIRD WARD,42.65822,-73.75132,Entire home/apt,94,2,14,2025-02-24,0.59,6,337,5,
898743867240851780,"Airy 5Br-2Ba,Kids Rm, 6TVs,Pvt Fence-yard&Parking!",516414095,Rashawn,,TENTH WARD,42.66087,-73.78655,Entire home/apt,236,2,52,2025-03-30,2.28,1,82,17,
902166216060824525,2 bdrm Modern & Hip Apt w/ Patio,47625981,Linda,,SEVENTH WARD,42.64787,-73.76707,Entire home/apt,140,1,49,2025-02-26,2.15,18,332,17,
902326803627859755,"""The LEO Home"" Private Bedroom 4",349460842,Scott,,TENTH WARD,42.66174,-73.78325,Private room,70,30,0,,,17,361,0,
904392960639597224,/Luxury Modern Western Hideout\,4259750,Peter,,THIRTEENTH WARD,42.6652959,-73.7868778,Entire home/apt,136,1,18,2024-12-08,0.78,9,233,4,
905007131419044966,*The Red House* 4 Bedrooms•Beautifully Renovated,349460842,Scott,,TENTH WARD,42.66217,-73.78299,Entire home/apt,205,1,60,2025-04-20,2.73,17,344,33,
